x0,y0,x1,y1,delta_t,x_impact,t_impact
0.0,0.0,136.31166381653003,104.40676284012535,1.0,3037.8120830694043,22.28578243427632
0.0,0.0,63.652384733394854,149.03679523344368,1.0,1997.7089453106314,31.384667733627662
0.0,0.0,74.44253809295489,107.99173625927355,1.0,1713.4188765649853,23.01666386529532
0.0,0.0,142.54596169190665,164.5713344955129,1.0,4925.212453553953,34.5517501519904
0.0,0.0,172.77914858149558,86.19470280423994,1.0,3208.996755666434,18.572824221047895
0.0,0.0,241.61523228795807,122.48278412323057,1.0,6274.990632330807,25.97100593745781
0.0,0.0,98.03129408689487,36.513469373944886,1.0,827.7892256526483,8.444132390202832
0.0,0.0,102.76090065750239,199.49057412925876,1.0,4282.135226897029,41.67086118843196
0.0,0.0,162.1732246367565,188.74788533936314,1.0,6402.714143872901,39.480710568677495
0.0,0.0,143.02518129977352,202.44989922544923,1.0,6046.273609605737,42.27418944453603
0.0,0.0,258.75159880468146,94.57189081599934,1.0,5247.666573447209,20.28071168521903
0.0,0.0,90.10646639848696,223.79082933170716,1.0,4201.217749470251,46.6250416578404
0.0,0.0,135.72316558379703,246.34166208650242,1.0,6952.088138785456,51.222561077778266
0.0,0.0,143.31541325622456,79.90875390942851,1.0,2478.1076842694147,17.291285200698983
0.0,0.0,175.3302071387068,92.64746700651405,1.0,3487.0324662882713,19.888372478392263
0.0,0.0,89.77635156465838,45.20809916360064,1.0,917.221449236697,10.216737851906348
0.0,0.0,82.83920421327578,53.55786050379468,1.0,987.3632701663817,11.919033741854165
0.0,0.0,102.38416983679869,102.00139989668104,1.0,2231.5031607874635,21.79539243561285
0.0,0.0,89.86032263931516,74.86901795398755,1.0,1461.4717617899778,16.263816096633548
0.0,0.0,125.20957520031664,81.3470448204345,1.0,2201.7496212283945,17.584514744227217
0.0,0.0,85.96143919620032,99.71878256377758,1.0,1833.5598212706727,21.33002702625435
0.0,0.0,94.20414495768856,43.04200969829731,1.0,920.8577068106217,9.775129398225753
0.0,0.0,231.9896941740284,155.1771941382992,1.0,7571.339298848413,32.63653295378169
0.0,0.0,79.7484044254983,58.11739318477506,1.0,1024.6555146915819,12.84860207640674
0.0,0.0,181.37981818542795,163.0751305422156,1.0,6211.662698575233,34.24671366813774
0.0,0.0,66.67052802906795,107.19725398656747,1.0,1523.734243941517,22.85468990551834
0.0,0.0,244.64553899279665,136.24832252926012,1.0,7040.271288643202,28.77743578578188
0.0,0.0,194.5092038108404,194.4975847535479,1.0,7907.367583738272,40.65292247778754
0.0,0.0,149.50966754483176,170.8970862627214,1.0,5358.636385489767,35.84140392716032
0.0,0.0,216.87750131648218,84.14254629448905,1.0,3937.2903850586254,18.154443688988593
0.0,0.0,64.45398426953258,72.94350575347792,1.0,1022.9656198249302,15.871254995612215
0.0,0.0,260.9212680613061,136.91825122273323,1.0,7544.281865364472,28.914016559170893
0.0,0.0,253.18319922669505,103.88459034942603,1.0,5615.432523390269,22.17932524962814
0.0,0.0,107.02746373029443,252.77304960899366,1.0,5622.554150585031,52.533751194494116
0.0,0.0,85.79455063518611,210.48583301895206,1.0,3767.453563669602,43.91250418327259
0.0,0.0,83.40418101632426,142.03151956548726,1.0,2498.49542828717,29.956476975634505
0.0,0.0,227.67648749351656,155.88579366395172,1.0,7463.462410337064,32.78099768887904
0.0,0.0,143.60720376376557,61.70530647841451,1.0,1950.197727872079,13.580082870217026
0.0,0.0,124.2931968898387,167.50565564811956,1.0,4368.903479791621,35.14998076414262
0.0,0.0,89.12671233875845,75.3665311628335,1.0,1458.5805641063291,16.36524590475708
0.0,0.0,255.38689872642402,120.21831725760916,1.0,6514.75146845734,25.50934092917618
0.0,0.0,90.99923174610844,85.33141728100279,1.0,1674.0967682145804,18.396823095005665
0.0,0.0,134.6868639769958,48.74631713544548,1.0,1473.2166469334165,10.93808708164026
0.0,0.0,87.87440868605171,187.61513962696213,1.0,3449.050648292642,39.24977362425324
0.0,0.0,212.1779978660802,132.56405742398886,1.0,5946.566640725619,28.02631140142484
0.0,0.0,134.33462257776287,174.18185887284392,1.0,4904.702465916528,36.511082339009974
0.0,0.0,119.08121602214537,80.30337189836345,1.0,2068.647612828607,17.37173739008429
0.0,0.0,69.59257736910413,67.16878475835173,1.0,1022.5892848276761,14.693941846758763
0.0,0.0,170.39519873262702,179.98031448322712,1.0,6422.746157821351,37.693234349281774
0.0,0.0,259.1859247649863,140.20285106712234,1.0,7667.668209886239,29.583659748648795
0.0,0.0,96.10530262199407,238.81341563151616,1.0,4775.25628722116,49.68775038359147
0.0,0.0,99.60687253245517,159.28495379247107,1.0,3334.240122021686,33.473996695712756
0.0,0.0,109.81210495639293,253.48192415074735,1.0,5784.711933578268,52.67827199811362
0.0,0.0,77.64731117265019,159.66658502856035,1.0,2605.207150436062,33.55180122906429
0.0,0.0,132.05053819504897,151.88227768590707,1.0,4220.967258014398,31.96478648030725
0.0,0.0,79.19478944650113,173.7552603204026,1.0,2884.5997346649065,36.42411015706475
0.0,0.0,172.56344984068846,73.46269704989727,1.0,2757.0642525994326,15.9771043934551
0.0,0.0,221.31519473678694,121.83901170198695,1.0,5718.73101560588,25.839757737408142
0.0,0.0,190.04781579789437,72.88962235826506,1.0,3014.2095942936417,15.86026959393783
0.0,0.0,131.69957497440842,91.7195116309844,1.0,2594.3745390235326,19.699186876857166
0.0,0.0,117.11394814395865,91.40946120715526,1.0,2299.646649404301,19.63597578127528
0.0,0.0,89.61402824640335,54.56106610227173,1.0,1086.4411268891881,12.123560877119619
0.0,0.0,103.58090360954664,185.36708612012254,1.0,4018.053947399749,38.791454866487776
0.0,0.0,115.2976852268449,84.65051630303205,1.0,2105.105755154855,18.25800536249379
0.0,0.0,107.40632532757321,67.66899337476934,1.0,1589.1755234926848,14.795921177323006
0.0,0.0,156.98451164163876,164.23638027608553,1.0,5413.369415093576,34.48346182998685
0.0,0.0,210.40646007314132,102.51629207016155,1.0,4607.978348820733,21.900365355792363
0.0,0.0,124.79945186108777,212.21425705327087,1.0,5524.233286184469,44.264884210656646
0.0,0.0,183.74877593995026,75.86040605453519,1.0,3025.5952091363683,16.465933956072412
0.0,0.0,98.35074923202764,255.98321325829457,1.0,5231.101170185173,53.18821880903049
0.0,0.0,149.61730368856635,240.32526454038538,1.0,7480.263193346851,49.9959764608329
0.0,0.0,226.58967438020605,125.57821897021108,1.0,6027.7574105079,26.602083378228556
0.0,0.0,213.04495390911322,73.80173331452008,1.0,3418.5672520548,16.04622493670134
0.0,0.0,78.48654541509319,135.37528029080104,1.0,2244.6716798952,28.59944552309909
0.0,0.0,168.65955459801745,239.06012100127455,1.0,8388.796869628215,49.73804709506107
0.0,0.0,85.5667049594638,124.12914748261431,1.0,2250.973868978756,26.30665595975827
0.0,0.0,73.29456770845869,114.99902972908305,1.0,1791.705203974581,24.445265999813056
0.0,0.0,172.53610444140895,70.8410733581779,1.0,2664.4102801127838,15.44262453785482
0.0,0.0,87.85099492317123,63.54249475810552,1.0,1225.9287491331534,13.954637055679004
0.0,0.0,266.23796812967345,123.76193284907342,1.0,6983.898627362782,26.23179059104453
0.0,0.0,98.30204412822388,189.32221845700462,1.0,3892.5448725102237,39.59780192803356
0.0,0.0,132.55892299683973,159.75841699615287,1.0,4450.072418754237,33.57052334274268
0.0,0.0,185.71114246495407,132.73937216814497,1.0,5211.4360059566825,28.06205344916309
0.0,0.0,183.3101957503168,73.5782358090518,1.0,2933.084061014385,16.000659696035026
0.0,0.0,86.57922910335859,56.96341307798907,1.0,1092.0529072661452,12.613335999590024
0.0,0.0,179.38244089060228,126.6677784589235,1.0,4811.793303714608,26.824215791829456
0.0,0.0,134.31996817813996,197.87888029691334,1.0,5553.09364903591,41.34227936736255
0.0,0.0,113.18912295834919,139.33568791475957,1.0,3328.5376065199985,29.406868076403583
0.0,0.0,108.80767048969882,221.7943098017686,1.0,5028.873353955757,46.21800403705782
0.0,0.0,105.27596842934302,95.38560793939803,1.0,2152.5363659913733,20.4466071232208
0.0,0.0,129.6782045726687,58.28645584342318,1.0,1670.6533207152277,12.883069488975163
0.0,0.0,74.61714426784316,104.32493658050002,1.0,1661.6566638520956,22.269100220285427
0.0,0.0,92.31601956912081,143.05697813933153,1.0,2784.7626645048636,30.165540905062493
0.0,0.0,180.04214256183627,195.50079792277745,1.0,7356.063045837155,40.85745115652955
0.0,0.0,138.57525391018424,221.6582732720976,1.0,6400.828362977244,46.19026978024416
0.0,0.0,125.52434785680978,119.26738574569677,1.0,3177.7080005204502,25.315471100040114
0.0,0.0,150.938979892403,152.14470293371545,1.0,4832.807737659519,32.018288059880824
0.0,0.0,183.21422584204447,156.4896919571879,1.0,6028.502251162369,32.90411660697001
0.0,0.0,138.1424485942532,48.87383604693558,1.0,1514.6055237660692,10.964084820985846
0.0,0.0,120.71651489856713,52.40139979241835,1.0,1410.3626634708899,11.683261935253487
0.0,0.0,273.7980026603289,103.34156238645248,1.0,6042.343032876121,22.068616184801726
0.0,0.0,138.15844750859853,170.79251652868027,1.0,4948.847322062955,35.820084919200866
0.0,0.0,240.5529395226513,168.0631615871832,1.0,8482.772622553692,35.26364150605162
0.0,0.0,117.58715578842076,114.45439239383504,1.0,2861.3927560091997,24.334228826469936
0.0,0.0,100.2425555930935,213.82506399183336,1.0,4470.144872493833,44.59328521749915
0.0,0.0,121.93548273396362,72.67063194805512,1.0,1928.4856534104772,15.815623231000023
0.0,0.0,115.73118438751997,94.00567177084193,1.0,2333.7511096034195,20.165274571017722
0.0,0.0,107.91079926891317,166.3056758422001,1.0,3766.6627672788204,34.90533656313967
0.0,0.0,139.85761920109374,80.59822343547309,1.0,2437.977016045755,17.431849833939467
0.0,0.0,122.12323899258793,49.08255966106593,1.0,1344.1662897278193,11.006638055263187
0.0,0.0,125.76073446643139,81.48780227642122,1.0,2215.050411191828,17.613211473276497
0.0,0.0,94.55388491948226,45.49952889913143,1.0,971.6501579916801,10.27615268076074
0.0,0.0,96.11084175416384,215.97541220584463,1.0,4328.033097677964,45.03168444563601
0.0,0.0,97.99146590804533,167.63337561505384,1.0,3446.9497149667823,35.176019493385084
0.0,0.0,73.70839858189919,88.32624399731036,1.0,1401.004218723761,19.00738919415094
0.0,0.0,59.78839083575045,115.3957112924419,1.0,1466.378378098123,24.52613889754167
0.0,0.0,59.91871772690578,99.64958885533468,1.0,1277.2226089042788,21.315920255929598
0.0,0.0,193.99740330039955,104.08820067687789,1.0,4310.78448699565,22.220836019750845
0.0,0.0,50.923164901670965,102.4740925896513,1.0,1114.7978061028764,21.89176199585144
0.0,0.0,171.18897985135445,178.46157278801707,1.0,6399.660863286395,37.38360301488625
0.0,0.0,51.4646432375766,85.58618842019543,1.0,949.4590679285792,18.44876420391344
0.0,0.0,63.802933515734644,130.7111809673363,1.0,1764.0591596160643,27.648558810873862
0.0,0.0,225.2990885224505,158.185382452194,1.0,7491.154844700747,33.249823129907035
0.0,0.0,219.96093289642533,100.02321798317081,1.0,4705.424814421554,21.392093370677024
0.0,0.0,97.81489347602094,54.7938696350303,1.0,1190.5073545340163,12.171023371056126
0.0,0.0,198.3342520928937,169.67590332232763,1.0,7059.1993659807595,35.59243696683539
0.0,0.0,96.58738656431551,168.63354575041896,1.0,3417.2547608980367,35.379927777863195
0.0,0.0,122.13230302794433,235.17140752038046,1.0,5977.795015930552,48.94524108468511
0.0,0.0,206.41079852469005,71.64370537562289,1.0,3221.30059176627,15.60626001541751
0.0,0.0,165.56156485519213,163.7915941175435,1.0,5694.122753892293,34.39278167534016
0.0,0.0,225.8741602967878,190.55021263552334,1.0,9000.6691192006,39.84815751998437
0.0,0.0,125.40784620019619,70.76194248072358,1.0,1934.6031162205247,15.426491841126111
0.0,0.0,202.05069430464,93.61232401989622,1.0,4058.204631856313,20.08508134962206
0.0,0.0,153.62957515401797,110.36269072930584,1.0,3610.3009899547383,23.500038884669895
0.0,0.0,41.90382170087207,94.51535056941687,1.0,849.3562984095902,20.26918462169559
0.0,0.0,83.07372767397689,55.80708618623398,1.0,1028.2526634769042,12.37759147527706
0.0,0.0,86.12443597607832,84.09130773945343,1.0,1562.6415510731745,18.143997500398253
0.0,0.0,131.3219640752772,183.69779658151415,1.0,5049.478017772562,38.45113080153194
